order_id,customer_id,product_id,quantity,total_price,order_date,order_status
ORD-0024,CUST-004,21,1,14000,2024-12-03,completed
ORD-0025,CUST-002,46,2,60000,2025-01-28,completed
ORD-0025,CUST-002,38,2,28000,2025-01-28,completed
ORD-0026,CUST-017,15,3,36000,2024-12-13,completed
ORD-0026,CUST-017,6,2,140000,2024-12-13,completed
ORD-0026,CUST-017,30,2,20000,2024-12-13,completed
ORD-0027,CUST-015,57,5,90000,2025-01-10,completed
ORD-0027,CUST-015,42,1,20000,2025-01-10,completed
ORD-0028,CUST-020,1,5,150000,2025-01-12,completed
ORD-0028,CUST-020,13,2,40000,2025-01-12,completed
ORD-0028,CUST-020,35,4,72000,2025-01-12,completed
ORD-0028,CUST-020,43,5,150000,2025-01-12,completed
ORD-0028,CUST-020,22,2,28000,2025-01-12,completed
ORD-0029,CUST-009,33,4,56000,2024-12-14,completed
ORD-0029,CUST-009,30,5,90000,2024-12-14,completed
ORD-0029,CUST-009,4,4,260000,2024-12-14,completed
ORD-0029,CUST-009,7,3,195000,2024-12-14,completed
ORD-0030,CUST-017,1,3,90000,2025-02-20,completed
ORD-0030,CUST-017,7,4,260000,2025-02-20,completed
ORD-0030,CUST-017,11,3,96000,2025-02-20,completed
ORD-0030,CUST-017,31,2,28000,2025-02-20,completed
ORD-0031,CUST-008,40,4,40000,2024-12-16,completed
ORD-0031,CUST-008,27,3,42000,2024-12-16,completed
ORD-0031,CUST-008,51,3,60000,2024-12-16,completed
ORD-0031,CUST-008,24,5,70000,2024-12-16,completed
ORD-0032,CUST-005,29,2,20000,2025-01-26,completed
ORD-0032,CUST-005,38,4,40000,2025-01-26,completed
ORD-0033,CUST-020,33,3,30000,2025-01-26,completed
ORD-0033,CUST-020,19,3,36000,2025-01-26,completed
ORD-0033,CUST-020,32,2,10000,2025-01-26,completed
ORD-0034,CUST-003,47,3,72000,2025-01-11,completed
ORD-0034,CUST-003,26,3,42000,2025-01-11,completed
ORD-0035,CUST-019,19,5,160000,2025-01-15,completed
ORD-0035,CUST-019,14,2,40000,2025-01-15,completed
ORD-0035,CUST-019,13,3,54000,2025-01-15,completed
ORD-0035,CUST-019,32,2,36000,2025-01-15,completed
ORD-0036,CUST-004,34,2,36000,2024-12-22,completed
ORD-0036,CUST-004,48,1,20000,2024-12-22,completed
ORD-0037,CUST-010,20,3,96000,2025-02-04,completed
ORD-0037,CUST-010,35,4,20000,2025-02-04,completed
ORD-0038,CUST-012,16,2,36000,2025-02-25,completed
ORD-0038,CUST-012,10,1,40000,2025-02-25,completed
ORD-0038,CUST-012,51,1,20000,2025-02-25,completed
ORD-0038,CUST-012,6,3,210000,2025-02-25,completed
ORD-0039,CUST-004,53,3,72000,2025-02-02,completed
ORD-0039,CUST-004,23,4,40000,2025-02-02,completed
ORD-0039,CUST-004,16,4,80000,2025-02-02,completed
ORD-0039,CUST-004,41,3,60000,2025-02-02,completed
ORD-0039,CUST-004,28,4,72000,2025-02-02,completed
ORD-0040,CUST-016,31,1,14000,2024-12-13,completed
ORD-0040,CUST-016,1,3,210000,2024-12-13,completed
ORD-0040,CUST-016,7,2,60000,2024-12-13,completed
ORD-0040,CUST-016,11,3,60000,2024-12-13,completed
ORD-0041,CUST-006,27,2,28000,2025-01-08,completed
ORD-0041,CUST-006,53,1,24000,2025-01-08,completed
ORD-0042,CUST-003,15,1,32000,2025-02-03,completed
ORD-0042,CUST-003,39,5,25000,2025-02-03,completed
ORD-0042,CUST-003,2,1,70000,2025-02-03,completed
ORD-0042,CUST-003,24,3,42000,2025-02-03,completed
ORD-0043,CUST-016,3,2,140000,2024-12-29,completed
ORD-0043,CUST-016,4,2,130000,2024-12-29,completed
ORD-0044,CUST-012,52,8,96000,2024-12-27,completed
ORD-0044,CUST-012,48,4,96000,2024-12-27,completed
ORD-0044,CUST-012,57,1,3000,2024-12-27,completed
ORD-0045,CUST-020,56,2,6000,2025-01-19,completed
ORD-0045,CUST-020,14,5,90000,2025-01-19,completed
ORD-0046,CUST-011,8,1,65000,2024-12-16,cancelled
ORD-0046,CUST-011,12,2,36000,2024-12-16,cancelled
ORD-0046,CUST-011,10,2,130000,2024-12-16,cancelled
ORD-0047,CUST-008,12,4,128000,2025-01-24,cancelled
ORD-0047,CUST-008,18,3,96000,2025-01-24,cancelled
ORD-0047,CUST-008,51,1,20000,2025-01-24,cancelled
ORD-0047,CUST-008,10,4,280000,2025-01-24,cancelled
ORD-0047,CUST-008,36,2,28000,2025-01-24,cancelled
ORD-0048,CUST-008,9,2,140000,2025-02-17,completed
ORD-0048,CUST-008,12,5,60000,2025-02-17,completed
ORD-0048,CUST-008,7,3,195000,2025-02-17,completed
ORD-0048,CUST-008,8,4,120000,2025-02-17,completed
ORD-0049,CUST-014,1,5,150000,2025-02-07,completed
ORD-0049,CUST-014,11,4,72000,2025-02-07,completed
ORD-0049,CUST-014,31,2,20000,2025-02-07,completed
ORD-0050,CUST-014,49,5,150000,2025-01-11,completed
ORD-0050,CUST-014,24,2,28000,2025-01-11,completed
ORD-0050,CUST-014,7,2,80000,2025-01-11,completed
ORD-0050,CUST-014,50,10,300000,2025-01-11,completed
ORD-0051,CUST-004,10,1,40000,2024-12-11,completed
ORD-0051,CUST-004,51,3,60000,2024-12-11,completed
ORD-0052,CUST-013,12,3,36000,2025-02-03,completed
ORD-0052,CUST-013,10,3,195000,2025-02-03,completed
ORD-0053,CUST-012,28,5,50000,2025-01-16,completed
ORD-0053,CUST-012,54,5,120000,2025-01-16,completed
ORD-0054,CUST-015,7,3,195000,2025-02-05,completed
ORD-0054,CUST-015,9,1,70000,2025-02-05,completed
ORD-0054,CUST-015,10,5,200000,2025-02-05,completed
ORD-0054,CUST-015,12,3,36000,2025-02-05,completed
ORD-0055,CUST-013,13,2,24000,2025-01-06,completed
ORD-0055,CUST-013,33,1,5000,2025-01-06,completed
ORD-0055,CUST-013,14,1,18000,2025-01-06,completed
ORD-0056,CUST-013,48,4,120000,2024-12-23,completed
ORD-0056,CUST-013,42,2,48000,2024-12-23,completed
ORD-0056,CUST-013,57,1,12000,2024-12-23,completed
ORD-0057,CUST-004,48,1,10000,2024-12-03,cancelled
ORD-0057,CUST-004,43,3,60000,2024-12-03,cancelled
ORD-0057,CUST-004,4,3,120000,2024-12-03,cancelled
ORD-0057,CUST-004,57,5,120000,2024-12-03,cancelled
ORD-0058,CUST-016,7,3,120000,2025-02-25,completed
ORD-0058,CUST-016,8,4,160000,2025-02-25,completed
ORD-0058,CUST-016,10,5,325000,2025-02-25,completed
ORD-0059,CUST-001,6,4,160000,2025-02-14,completed
ORD-0059,CUST-001,15,5,90000,2025-02-14,completed
ORD-0060,CUST-011,2,4,120000,2025-02-04,completed
ORD-0060,CUST-011,5,2,140000,2025-02-04,completed
ORD-0060,CUST-011,1,5,350000,2025-02-04,completed
ORD-0061,CUST-008,9,3,120000,2025-01-26,completed
ORD-0061,CUST-008,8,4,160000,2025-01-26,completed
ORD-0062,CUST-017,11,2,24000,2024-12-23,completed
ORD-0062,CUST-017,53,3,36000,2024-12-23,completed
ORD-0063,CUST-005,54,2,24000,2024-12-07,completed
ORD-0063,CUST-005,53,2,6000,2024-12-07,completed
ORD-0064,CUST-007,24,5,25000,2024-12-11,completed
ORD-0064,CUST-007,51,1,10000,2024-12-11,completed
ORD-0065,CUST-001,45,2,60000,2025-02-28,completed
ORD-0065,CUST-001,55,3,54000,2025-02-28,completed
ORD-0065,CUST-001,14,3,36000,2025-02-28,completed
ORD-0066,CUST-017,50,10,200000,2025-01-16,completed
ORD-0066,CUST-017,57,5,60000,2025-01-16,completed
ORD-0066,CUST-017,52,8,144000,2025-01-16,completed
ORD-0067,CUST-014,16,4,48000,2024-12-11,completed
ORD-0067,CUST-014,13,3,60000,2024-12-11,completed
ORD-0068,CUST-016,18,4,80000,2024-12-17,completed
ORD-0068,CUST-016,16,1,12000,2024-12-17,completed
ORD-0068,CUST-016,14,1,18000,2024-12-17,completed
ORD-0069,CUST-018,44,2,20000,2025-02-24,completed
ORD-0069,CUST-018,36,5,25000,2025-02-24,completed
ORD-0070,CUST-016,3,2,80000,2025-02-11,completed
ORD-0070,CUST-016,5,3,120000,2025-02-11,completed
ORD-0071,CUST-004,40,2,36000,2024-12-17,completed
ORD-0071,CUST-004,27,5,25000,2024-12-17,completed
ORD-0072,CUST-013,45,2,48000,2024-12-04,completed
ORD-0072,CUST-013,36,2,36000,2024-12-04,completed
ORD-0072,CUST-013,22,3,42000,2024-12-04,completed
ORD-0073,CUST-018,50,7,210000,2025-01-30,completed
ORD-0073,CUST-018,45,1,10000,2025-01-30,completed
ORD-0073,CUST-018,39,1,18000,2025-01-30,completed
ORD-0073,CUST-018,34,1,5000,2025-01-30,completed
ORD-0074,CUST-012,55,5,90000,2024-12-21,completed
ORD-0074,CUST-012,50,6,144000,2024-12-21,completed
ORD-0074,CUST-012,7,5,150000,2024-12-21,completed
ORD-0075,CUST-006,22,2,28000,2025-01-26,completed
ORD-0075,CUST-006,46,3,72000,2025-01-26,completed
ORD-0075,CUST-006,38,2,20000,2025-01-26,completed
ORD-0075,CUST-006,36,3,30000,2025-01-26,completed
ORD-0076,CUST-018,42,3,60000,2025-01-14,completed
ORD-0076,CUST-018,56,1,12000,2025-01-14,completed
ORD-0077,CUST-015,9,2,140000,2025-02-19,completed
ORD-0077,CUST-015,8,1,40000,2025-02-19,completed
ORD-0078,CUST-015,24,2,10000,2025-01-02,completed
ORD-0078,CUST-015,54,1,18000,2025-01-02,completed
ORD-0078,CUST-015,52,5,60000,2025-01-02,completed
ORD-0078,CUST-015,48,1,20000,2025-01-02,completed
ORD-0078,CUST-015,2,5,350000,2025-01-02,completed
ORD-0079,CUST-012,16,4,72000,2025-02-26,cancelled
ORD-0079,CUST-012,25,5,25000,2025-02-26,cancelled
ORD-0079,CUST-012,18,2,24000,2025-02-26,cancelled
ORD-0080,CUST-003,33,3,42000,2024-12-01,completed
ORD-0080,CUST-003,13,2,64000,2024-12-01,completed
ORD-0081,CUST-020,22,1,18000,2025-02-25,completed
ORD-0081,CUST-020,38,1,18000,2025-02-25,completed
ORD-0082,CUST-015,48,3,90000,2025-02-10,completed
ORD-0082,CUST-015,57,4,72000,2025-02-10,completed
ORD-0082,CUST-015,42,4,40000,2025-02-10,completed
ORD-0083,CUST-001,37,4,56000,2025-02-07,completed
ORD-0083,CUST-001,27,2,36000,2025-02-07,completed
ORD-0083,CUST-001,9,3,195000,2025-02-07,completed
ORD-0083,CUST-001,16,1,18000,2025-02-07,completed
ORD-0083,CUST-001,47,5,120000,2025-02-07,completed
ORD-0084,CUST-005,32,1,18000,2025-02-10,completed
ORD-0084,CUST-005,18,3,96000,2025-02-10,completed
ORD-0084,CUST-005,19,5,160000,2025-02-10,completed
ORD-0084,CUST-005,14,4,80000,2025-02-10,completed
ORD-0085,CUST-013,11,2,36000,2024-12-08,completed
ORD-0085,CUST-013,7,1,70000,2024-12-08,completed
ORD-0085,CUST-013,31,3,30000,2024-12-08,completed
ORD-0085,CUST-013,1,2,80000,2024-12-08,completed
ORD-0086,CUST-016,1,3,90000,2025-02-26,completed
ORD-0086,CUST-016,3,2,130000,2025-02-26,completed
ORD-0087,CUST-011,23,2,10000,2025-02-16,completed
ORD-0087,CUST-011,18,4,128000,2025-02-16,completed
ORD-0087,CUST-011,3,4,120000,2025-02-16,completed
ORD-0087,CUST-011,26,3,30000,2025-02-16,completed
ORD-0088,CUST-015,4,4,160000,2024-12-01,completed
ORD-0088,CUST-015,1,3,210000,2024-12-01,completed
ORD-0088,CUST-015,3,5,200000,2024-12-01,completed
ORD-0088,CUST-015,2,4,260000,2024-12-01,completed
ORD-0089,CUST-012,56,2,6000,2025-01-26,completed
ORD-0089,CUST-012,39,4,56000,2025-01-26,completed
ORD-0090,CUST-019,54,3,9000,2024-12-28,completed
ORD-0090,CUST-019,53,3,54000,2024-12-28,completed
ORD-0090,CUST-019,11,1,12000,2024-12-28,completed
ORD-0091,CUST-020,42,1,30000,2025-02-02,completed
ORD-0091,CUST-020,23,2,10000,2025-02-02,completed
ORD-0092,CUST-020,1,3,210000,2025-02-01,completed
ORD-0092,CUST-020,2,3,195000,2025-02-01,completed
ORD-0092,CUST-020,5,3,210000,2025-02-01,completed
ORD-0092,CUST-020,3,1,70000,2025-02-01,completed
ORD-0093,CUST-001,40,3,54000,2024-12-23,completed
ORD-0093,CUST-001,24,4,20000,2024-12-23,completed
ORD-0093,CUST-001,27,1,5000,2024-12-23,completed
ORD-0093,CUST-001,51,2,60000,2024-12-23,completed
ORD-0094,CUST-011,53,3,9000,2024-12-08,completed
ORD-0094,CUST-011,11,3,96000,2024-12-08,completed
ORD-0095,CUST-013,39,5,70000,2025-02-11,completed
ORD-0095,CUST-013,11,5,100000,2025-02-11,completed
ORD-0095,CUST-013,20,3,54000,2025-02-11,completed
ORD-0095,CUST-013,7,1,70000,2025-02-11,completed
ORD-0095,CUST-013,57,1,18000,2025-02-11,completed
ORD-0096,CUST-008,45,1,10000,2025-02-03,completed
ORD-0096,CUST-008,36,1,5000,2025-02-03,completed
ORD-0096,CUST-008,22,3,42000,2025-02-03,completed
ORD-0097,CUST-014,22,1,14000,2025-01-18,completed
ORD-0097,CUST-014,36,2,36000,2025-01-18,completed
ORD-0097,CUST-014,45,3,72000,2025-01-18,completed
ORD-0097,CUST-014,44,5,120000,2025-01-18,completed
ORD-0098,CUST-010,17,4,80000,2024-12-21,completed
ORD-0098,CUST-010,16,5,160000,2024-12-21,completed
ORD-0098,CUST-010,14,1,32000,2024-12-21,completed
ORD-0099,CUST-016,7,5,200000,2024-12-02,completed
ORD-0099,CUST-016,38,2,20000,2024-12-02,completed
ORD-0099,CUST-016,49,1,24000,2024-12-02,completed
ORD-0100,CUST-003,22,5,25000,2025-01-03,completed
ORD-0100,CUST-003,45,3,72000,2025-01-03,completed
ORD-0101,CUST-007,43,2,60000,2025-01-18,completed
ORD-0101,CUST-007,22,5,50000,2025-01-18,completed
ORD-0101,CUST-007,39,3,54000,2025-01-18,completed
ORD-0102,CUST-007,15,3,36000,2025-02-09,completed
ORD-0102,CUST-007,30,4,20000,2025-02-09,completed
ORD-0102,CUST-007,6,5,350000,2025-02-09,completed
ORD-0103,CUST-002,2,5,200000,2025-01-05,completed
ORD-0103,CUST-002,12,4,80000,2025-01-05,completed
ORD-0103,CUST-002,13,5,100000,2025-01-05,completed
ORD-0104,CUST-010,32,5,25000,2025-02-03,cancelled
ORD-0104,CUST-010,13,1,32000,2025-02-03,cancelled
ORD-0104,CUST-010,33,5,50000,2025-02-03,cancelled
ORD-0105,CUST-007,4,3,195000,2024-12-30,cancelled
ORD-0105,CUST-007,2,3,120000,2024-12-30,cancelled
ORD-0105,CUST-007,1,4,160000,2024-12-30,cancelled
ORD-0106,CUST-010,32,5,70000,2025-01-01,completed
ORD-0106,CUST-010,33,3,54000,2025-01-01,completed
ORD-0106,CUST-010,18,4,80000,2025-01-01,completed
ORD-0106,CUST-010,19,4,48000,2025-01-01,completed
ORD-0107,CUST-019,20,2,24000,2025-01-08,completed
ORD-0107,CUST-019,21,3,54000,2025-01-08,completed
ORD-0107,CUST-019,34,2,36000,2025-01-08,completed
ORD-0107,CUST-019,35,5,70000,2025-01-08,completed
ORD-0108,CUST-006,11,2,40000,2025-01-14,cancelled
ORD-0108,CUST-006,54,2,24000,2025-01-14,cancelled
ORD-0109,CUST-005,38,4,56000,2024-12-02,completed
ORD-0109,CUST-005,56,4,96000,2024-12-02,completed
ORD-0109,CUST-005,40,1,5000,2024-12-02,completed
ORD-0109,CUST-005,9,1,65000,2024-12-02,completed
ORD-0110,CUST-005,5,5,325000,2025-02-23,completed
ORD-0110,CUST-005,4,1,70000,2025-02-23,completed
ORD-0111,CUST-017,3,4,260000,2025-02-26,completed
ORD-0111,CUST-017,5,3,210000,2025-02-26,completed
ORD-0112,CUST-020,42,2,48000,2025-01-10,completed
ORD-0112,CUST-020,56,1,12000,2025-01-10,completed
ORD-0112,CUST-020,57,3,9000,2025-01-10,completed
ORD-0112,CUST-020,48,2,60000,2025-01-10,completed
ORD-0113,CUST-009,42,5,150000,2025-02-10,completed
ORD-0113,CUST-009,43,2,60000,2025-02-10,completed
ORD-0113,CUST-009,23,2,36000,2025-02-10,completed
ORD-0114,CUST-012,10,3,120000,2025-02-22,completed
ORD-0114,CUST-012,9,5,200000,2025-02-22,completed
ORD-0114,CUST-012,8,2,60000,2025-02-22,completed
ORD-0114,CUST-012,12,3,96000,2025-02-22,completed
ORD-0115,CUST-013,23,1,18000,2024-12-29,completed
ORD-0115,CUST-013,43,2,60000,2024-12-29,completed
ORD-0116,CUST-008,43,5,150000,2024-12-03,completed
ORD-0116,CUST-008,48,2,60000,2024-12-03,completed
ORD-0116,CUST-008,4,2,60000,2024-12-03,completed
ORD-0116,CUST-008,15,2,24000,2024-12-03,completed
ORD-0117,CUST-010,51,5,50000,2025-02-17,completed
ORD-0117,CUST-010,27,1,14000,2025-02-17,completed
ORD-0117,CUST-010,40,4,40000,2025-02-17,completed
ORD-0118,CUST-017,56,5,120000,2025-01-24,completed
ORD-0118,CUST-017,42,4,120000,2025-01-24,completed
ORD-0119,CUST-007,6,1,40000,2025-02-26,completed
ORD-0119,CUST-007,30,4,56000,2025-02-26,completed
ORD-0120,CUST-015,19,2,40000,2025-02-27,completed
ORD-0120,CUST-015,33,2,28000,2025-02-27,completed
ORD-0121,CUST-004,36,5,70000,2025-01-24,completed
ORD-0121,CUST-004,46,1,30000,2025-01-24,completed
ORD-0121,CUST-004,22,1,14000,2025-01-24,completed
ORD-0122,CUST-008,22,1,5000,2024-12-04,completed
ORD-0122,CUST-008,14,5,90000,2024-12-04,completed
ORD-0122,CUST-008,57,2,36000,2024-12-04,completed
ORD-0122,CUST-008,47,3,60000,2024-12-04,completed
ORD-0123,CUST-018,38,3,54000,2024-12-14,completed
ORD-0123,CUST-018,37,4,72000,2024-12-14,completed
ORD-0124,CUST-004,24,4,72000,2024-12-31,completed
ORD-0124,CUST-004,27,3,42000,2024-12-31,completed
ORD-0124,CUST-004,40,5,90000,2024-12-31,completed
ORD-0124,CUST-004,51,3,90000,2024-12-31,completed
ORD-0125,CUST-016,10,2,60000,2024-12-21,completed
ORD-0125,CUST-016,5,2,130000,2024-12-21,completed
ORD-0126,CUST-019,50,2,48000,2025-01-05,completed
ORD-0126,CUST-019,47,4,40000,2025-01-05,completed
ORD-0126,CUST-019,48,3,90000,2025-01-05,completed
ORD-0127,CUST-004,21,1,18000,2025-02-11,completed
ORD-0127,CUST-004,20,1,32000,2025-02-11,completed
ORD-0127,CUST-004,35,4,56000,2025-02-11,completed
ORD-0127,CUST-004,34,4,72000,2025-02-11,completed
ORD-0128,CUST-002,48,3,72000,2025-01-19,completed
ORD-0128,CUST-002,47,9,216000,2025-01-19,completed
ORD-0128,CUST-002,50,3,72000,2025-01-19,completed
ORD-0128,CUST-002,52,2,36000,2025-01-19,completed
ORD-0129,CUST-005,11,3,96000,2025-02-25,completed
ORD-0129,CUST-005,53,2,48000,2025-02-25,completed
ORD-0129,CUST-005,54,2,24000,2025-02-25,completed
ORD-0130,CUST-012,46,2,20000,2025-02-04,completed
ORD-0130,CUST-012,57,3,72000,2025-02-04,completed
ORD-0130,CUST-012,55,1,18000,2025-02-04,completed
ORD-0131,CUST-019,17,3,36000,2025-01-16,completed
ORD-0131,CUST-019,16,5,60000,2025-01-16,completed
ORD-0131,CUST-019,14,3,60000,2025-01-16,completed
ORD-0132,CUST-012,53,3,9000,2024-12-30,completed
ORD-0132,CUST-012,47,5,50000,2024-12-30,completed
ORD-0132,CUST-012,13,3,60000,2024-12-30,completed
ORD-0132,CUST-012,29,3,54000,2024-12-30,completed
ORD-0132,CUST-012,5,3,210000,2024-12-30,completed
ORD-0133,CUST-006,7,3,195000,2025-01-26,completed
ORD-0133,CUST-006,12,4,48000,2025-01-26,completed
ORD-0133,CUST-006,9,5,150000,2025-01-26,completed
ORD-0134,CUST-005,13,5,60000,2025-02-11,completed
ORD-0134,CUST-005,16,1,20000,2025-02-11,completed
ORD-0134,CUST-005,17,5,160000,2025-02-11,completed
ORD-0135,CUST-020,47,9,270000,2024-12-07,completed
ORD-0135,CUST-020,57,4,12000,2024-12-07,completed
ORD-0135,CUST-020,48,4,80000,2024-12-07,completed
ORD-0135,CUST-020,50,10,300000,2024-12-07,completed
ORD-0136,CUST-013,8,4,280000,2025-02-04,completed
ORD-0136,CUST-013,17,1,20000,2025-02-04,completed
ORD-0137,CUST-013,12,2,40000,2025-01-22,completed
ORD-0137,CUST-013,5,5,200000,2025-01-22,completed
ORD-0137,CUST-013,35,2,36000,2025-01-22,completed
ORD-0137,CUST-013,4,3,210000,2025-01-22,completed
ORD-0137,CUST-013,53,3,54000,2025-01-22,completed
ORD-0138,CUST-004,9,5,150000,2024-12-22,completed
ORD-0138,CUST-004,17,2,64000,2024-12-22,completed
ORD-0138,CUST-004,11,5,100000,2024-12-22,completed
ORD-0139,CUST-016,14,1,20000,2024-12-17,completed
ORD-0139,CUST-016,32,5,90000,2024-12-17,completed
ORD-0139,CUST-016,18,2,36000,2024-12-17,completed
ORD-0140,CUST-003,35,2,10000,2024-12-06,completed
ORD-0140,CUST-003,34,5,70000,2024-12-06,completed
ORD-0140,CUST-003,37,3,30000,2024-12-06,completed
ORD-0141,CUST-004,15,3,36000,2024-12-24,completed
ORD-0141,CUST-004,30,1,5000,2024-12-24,completed
ORD-0142,CUST-016,12,1,32000,2025-02-01,completed
ORD-0142,CUST-016,56,5,15000,2025-02-01,completed
ORD-0143,CUST-013,13,2,36000,2024-12-11,completed
ORD-0143,CUST-013,17,5,60000,2024-12-11,completed
ORD-0143,CUST-013,14,3,54000,2024-12-11,completed
ORD-0144,CUST-014,56,4,48000,2024-12-21,completed
ORD-0144,CUST-014,57,2,36000,2024-12-21,completed
ORD-0145,CUST-017,17,2,24000,2025-01-07,completed
ORD-0145,CUST-017,4,4,120000,2025-01-07,completed
ORD-0145,CUST-017,49,1,20000,2025-01-07,completed
ORD-0146,CUST-014,36,1,5000,2024-12-06,cancelled
ORD-0146,CUST-014,38,5,25000,2024-12-06,cancelled
ORD-0146,CUST-014,46,3,60000,2024-12-06,cancelled
ORD-0147,CUST-007,44,3,60000,2025-01-14,completed
ORD-0147,CUST-007,22,2,36000,2025-01-14,completed
ORD-0147,CUST-007,36,5,50000,2025-01-14,completed
ORD-0148,CUST-020,37,5,70000,2025-02-28,completed
ORD-0148,CUST-020,21,3,30000,2025-02-28,completed
ORD-0149,CUST-003,32,5,50000,2024-12-19,completed
ORD-0149,CUST-003,33,4,40000,2024-12-19,completed
ORD-0149,CUST-003,14,2,40000,2024-12-19,completed
ORD-0149,CUST-003,13,2,36000,2024-12-19,completed
ORD-0150,CUST-017,18,4,80000,2025-01-04,completed
ORD-0150,CUST-017,14,4,72000,2025-01-04,completed
ORD-0150,CUST-017,19,5,160000,2025-01-04,completed
ORD-0150,CUST-017,32,5,90000,2025-01-04,completed
ORD-0151,CUST-009,19,3,54000,2025-01-22,completed
ORD-0151,CUST-009,45,1,20000,2025-01-22,completed
ORD-0151,CUST-009,22,1,14000,2025-01-22,completed
ORD-0151,CUST-009,6,3,90000,2025-01-22,completed
ORD-0151,CUST-009,36,1,18000,2025-01-22,completed
ORD-0152,CUST-008,7,3,120000,2024-12-23,completed
ORD-0152,CUST-008,10,2,60000,2024-12-23,completed
