id,order_number,customer_id,product_id,quantity,unit_price,total_price,order_date,status
128ad0d5-77a3-45b3-a93a-b67f9182ba75,ORD-20251128-0010,d5cbcd09-6763-416c-b8bd-c5859f32ec8d,7c05ce84-5fba-401a-b3dd-6c1bb3434baa,1,4000,4000,2025-11-05 20:57:07,completed
83797981-07d2-4602-b148-0e72985816c5,ORD-20251128-0011,d05444c6-b8e7-46e9-aec2-6d4dcef2cda5,7ff7d632-79f8-4a95-bcdf-dafb9b46899e,4,25000,100000,2025-10-17 20:57:07,completed
c3ba7821-a103-43e7-8c91-c1b446962042,ORD-20251128-0011,d05444c6-b8e7-46e9-aec2-6d4dcef2cda5,b14d511b-20cd-43c7-9b49-f37c0a9d4e2e,4,8000,32000,2025-10-17 20:57:07,completed
e287d6c3-7c2e-4008-b4a6-31247c2b4ab0,ORD-20251128-0012,fd09d135-3d92-4afa-8f25-362828ce59ea,8e92045c-5e6e-49ed-ab90-b2f48ee054ac,4,18000,72000,2025-11-17 20:57:07,completed
771a8bae-c87b-46fe-b888-50374101e7b5,ORD-20251128-0012,fd09d135-3d92-4afa-8f25-362828ce59ea,22dcfd0f-1989-4b3a-905e-4d4508483590,4,25000,100000,2025-11-17 20:57:07,completed
122e2a78-8a1f-4df1-b117-c8f91625f975,ORD-20251128-0012,fd09d135-3d92-4afa-8f25-362828ce59ea,566f0937-73b3-4115-b5aa-ddf548383135,1,3000,3000,2025-11-17 20:57:07,completed
e19542ba-252d-4c7e-98b4-5c5f0842fc7a,ORD-20251128-0013,ba4010ef-70bf-489b-b893-f0defdb98d05,f3093aaa-5474-468c-9b8d-9ef9a28956b9,4,40000,160000,2025-11-03 20:57:07,completed
4dfd88a9-52e7-40a7-94e2-420f99932c6f,ORD-20251128-0013,ba4010ef-70bf-489b-b893-f0defdb98d05,70710b93-2b14-4674-a243-b919d6002c48,2,85000,170000,2025-11-03 20:57:07,completed
a1618d56-f8d2-4751-8640-50b789fd4ff5,ORD-20251128-0013,ba4010ef-70bf-489b-b893-f0defdb98d05,457afb33-6e9d-4ad9-9f4c-b52be26e5f18,2,65000,130000,2025-11-03 20:57:07,completed
8c921809-55a7-491c-91ef-d34a77aedabb,ORD-20251128-0014,a280a790-efe9-490b-9be6-7d44e02f828b,7c05ce84-5fba-401a-b3dd-6c1bb3434baa,5,4000,20000,2025-10-05 20:57:07,completed
71ffcf2c-756e-469c-8887-bc5f1ae40015,ORD-20251128-0014,a280a790-efe9-490b-9be6-7d44e02f828b,566f0937-73b3-4115-b5aa-ddf548383135,5,3000,15000,2025-10-05 20:57:07,completed
508901f2-399c-46c5-aa88-63dcc85ff81c,ORD-20251128-0014,a280a790-efe9-490b-9be6-7d44e02f828b,22dcfd0f-1989-4b3a-905e-4d4508483590,1,25000,25000,2025-10-05 20:57:07,completed
a8c9602f-a556-42f2-8ae6-e276ac27574e,ORD-20251128-0015,d05444c6-b8e7-46e9-aec2-6d4dcef2cda5,17ad20c4-a240-4058-b0d7-6bf0159238eb,5,38000,190000,2025-09-07 20:57:07,processing
793561ee-913c-4f16-a6a9-c2aeea0bc79c,ORD-20251128-0015,d05444c6-b8e7-46e9-aec2-6d4dcef2cda5,9932efc2-6bf0-43a3-a3a9-22be92df3e72,3,42000,126000,2025-09-07 20:57:07,processing
f9e0e173-6b58-4f3d-8a6e-c0bc1082e649,ORD-20251128-0015,d05444c6-b8e7-46e9-aec2-6d4dcef2cda5,523853a9-14ec-4b71-8ea1-d85e92f1b94c,2,45000,90000,2025-09-07 20:57:07,processing
be622b8a-12ce-4512-bb8c-013801ddfcda,ORD-20251128-0016,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,15a2b4b7-8e82-4815-84af-477582d6d4e8,1,45000,45000,2025-09-20 20:57:07,completed
79b028ea-e8d1-4c1c-b964-7226b187b0c0,ORD-20251128-0016,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,0dcea2ff-2c7d-4349-81a4-9a922d251bc7,3,20000,60000,2025-09-20 20:57:07,completed
ae4857b9-26a6-4346-8b9f-4f1ca8aecaf4,ORD-20251128-0016,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,b766b9d7-f3ae-4858-8273-7afc2b0d0ea9,1,35000,35000,2025-09-20 20:57:07,completed
0f2e0c06-3958-4948-9c0e-216f4347414a,ORD-20251128-0017,1ad5e86a-1d26-431f-b684-6478baa5a883,8e92045c-5e6e-49ed-ab90-b2f48ee054ac,5,18000,90000,2025-10-26 20:57:07,completed
b270f25f-e246-4fdb-8ab1-5ef1547f0a58,ORD-20251128-0017,1ad5e86a-1d26-431f-b684-6478baa5a883,7c05ce84-5fba-401a-b3dd-6c1bb3434baa,2,4000,8000,2025-10-26 20:57:07,completed
91f87601-2fcf-419a-8040-e2230decdf5f,ORD-20251128-0017,1ad5e86a-1d26-431f-b684-6478baa5a883,566f0937-73b3-4115-b5aa-ddf548383135,2,3000,6000,2025-10-26 20:57:07,completed
5fdda1c7-d8a9-4558-a149-939795d9c681,ORD-20251128-0018,19fc1f86-de81-46c8-bb6f-d3570572efa4,705e8518-49ce-4be4-a01b-fdc214f4ec72,4,28000,112000,2025-09-24 20:57:07,completed
a837e622-8192-459f-a420-f4996bd90a3e,ORD-20251128-0018,19fc1f86-de81-46c8-bb6f-d3570572efa4,15a2b4b7-8e82-4815-84af-477582d6d4e8,1,45000,45000,2025-09-24 20:57:07,completed
fce71417-68b2-436f-8421-b8c1433c9cb1,ORD-20251128-0018,19fc1f86-de81-46c8-bb6f-d3570572efa4,b3cc44f1-f3c1-4703-98d8-ac40cb387187,5,70000,350000,2025-09-24 20:57:07,completed
4bdb9913-04b2-4b2b-b96f-a8a9c93d214d,ORD-20251128-0018,19fc1f86-de81-46c8-bb6f-d3570572efa4,457afb33-6e9d-4ad9-9f4c-b52be26e5f18,5,65000,325000,2025-09-24 20:57:07,completed
3858eaa4-012a-4989-add3-40b28f85cc2f,ORD-20251128-0018,19fc1f86-de81-46c8-bb6f-d3570572efa4,af7ba84d-676a-47e6-9221-0974fb76dce2,3,45000,135000,2025-09-24 20:57:07,completed
3bcaf495-b9bd-44cc-b02c-b48c180f06c0,ORD-20251128-0019,612e799f-2782-4b21-ac5c-6ac5bd3b9e8a,7c05ce84-5fba-401a-b3dd-6c1bb3434baa,1,4000,4000,2025-11-08 20:57:07,completed
4777c1f4-b151-4288-b3e1-7094fc8c3d63,ORD-20251128-0019,612e799f-2782-4b21-ac5c-6ac5bd3b9e8a,22dcfd0f-1989-4b3a-905e-4d4508483590,1,25000,25000,2025-11-08 20:57:07,completed
e454ab01-6164-4bd1-b770-3aedeb976327,ORD-20251128-0019,612e799f-2782-4b21-ac5c-6ac5bd3b9e8a,566f0937-73b3-4115-b5aa-ddf548383135,4,3000,12000,2025-11-08 20:57:07,completed
b8d74d7a-55fe-42c0-bf93-72db5367c642,ORD-20251128-0020,10437b60-348b-4211-8052-22724becf62a,932a5d8b-c8d0-442f-91a5-4dc7dbe137f6,3,75000,225000,2025-09-29 20:57:07,completed
45a5fb19-1c64-4b0f-bafd-ad2cb4bd785e,ORD-20251128-0020,10437b60-348b-4211-8052-22724becf62a,81e681d5-8f1f-4f3d-b16f-268bc92305e5,5,22000,110000,2025-09-29 20:57:07,completed
6ef57b64-1b62-4575-8634-d15a7eb67561,ORD-20251128-0020,10437b60-348b-4211-8052-22724becf62a,1c47fbb5-9ffd-4919-b89b-58991b37a275,5,140000,700000,2025-09-29 20:57:07,completed
892ef193-fc8c-4570-9ff3-47f9d3820950,ORD-20251128-0020,10437b60-348b-4211-8052-22724becf62a,2994aaf1-ae81-4d5c-97c7-ee6044ad977a,2,15000,30000,2025-09-29 20:57:07,completed
199c709e-70b6-4c7f-9236-0876eb046ad1,ORD-20251128-0020,10437b60-348b-4211-8052-22724becf62a,1e23552f-bc5e-4208-9e11-427b901c022c,5,30000,150000,2025-09-29 20:57:07,completed
4d0fdde8-3c6b-42b6-88f2-fd07ca3033c8,ORD-20251128-0021,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,8969e32c-0606-49f8-8262-28a337d93839,1,9000,9000,2025-09-24 20:57:07,cancelled
e3ce3e82-2554-46c1-9454-9d8ec4e08220,ORD-20251128-0021,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,0e462ced-37f3-4960-bd58-1461ae7cebe2,1,6000,6000,2025-09-24 20:57:07,cancelled
802850cf-9d9e-4d37-8294-ce11ac793652,ORD-20251128-0021,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,54f78d73-e07a-4863-bb29-3c9517a716d3,2,8000,16000,2025-09-24 20:57:07,cancelled
d7a94428-0d09-40f9-8731-5746fe0875ed,ORD-20251128-0022,d47c8b39-984c-426b-903e-aba2ae2c9fb8,8969e32c-0606-49f8-8262-28a337d93839,5,9000,45000,2025-10-03 20:57:07,completed
0077e0ab-fcad-4a6a-8990-ae36d7f868e4,ORD-20251128-0022,d47c8b39-984c-426b-903e-aba2ae2c9fb8,0e462ced-37f3-4960-bd58-1461ae7cebe2,3,6000,18000,2025-10-03 20:57:07,completed
97184ce9-958a-4ab4-9ad1-c1ff570291d6,ORD-20251128-0022,d47c8b39-984c-426b-903e-aba2ae2c9fb8,d17954aa-743b-4ff8-843f-baa9882e56a3,1,5000,5000,2025-10-03 20:57:07,completed
5bd0911a-2a29-4224-bafe-c3865b5c65d5,ORD-20251128-0023,ba4010ef-70bf-489b-b893-f0defdb98d05,70710b93-2b14-4674-a243-b919d6002c48,5,85000,425000,2025-11-01 20:57:07,completed
4b92b82a-9b15-47ae-9849-32ab342ce996,ORD-20251128-0023,ba4010ef-70bf-489b-b893-f0defdb98d05,b3cc44f1-f3c1-4703-98d8-ac40cb387187,2,70000,140000,2025-11-01 20:57:07,completed
f6057b0d-6e46-423d-9efb-8c4469e78546,ORD-20251128-0023,ba4010ef-70bf-489b-b893-f0defdb98d05,f3093aaa-5474-468c-9b8d-9ef9a28956b9,4,40000,160000,2025-11-01 20:57:07,completed
f2ff5171-94e7-4450-ad60-890acd5ff89e,ORD-20251128-0024,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,b40277d1-e51a-4b24-b017-83458955af1a,3,18000,54000,2025-11-28 20:57:07,completed
afe0a906-3c48-41e3-9c42-0bdca3990606,ORD-20251128-0024,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,9932efc2-6bf0-43a3-a3a9-22be92df3e72,3,42000,126000,2025-11-28 20:57:07,completed
adb302ac-e212-46b4-822b-ee0beb8cdb3b,ORD-20251128-0024,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,0dcea2ff-2c7d-4349-81a4-9a922d251bc7,4,20000,80000,2025-11-28 20:57:07,completed
4e72a4d1-b2c6-45ac-81b8-aa101a0679cc,ORD-20251128-0024,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,e4edb052-837f-4f83-aa21-da54a1e1c8e7,2,42000,84000,2025-11-28 20:57:07,completed
9924c333-bf63-47ff-9b76-b60dc4a81614,ORD-20251128-0024,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,523853a9-14ec-4b71-8ea1-d85e92f1b94c,5,45000,225000,2025-11-28 20:57:07,completed
f88515b8-6c8e-46a3-a514-4cb48ab139a3,ORD-20251128-0025,10437b60-348b-4211-8052-22724becf62a,8e92045c-5e6e-49ed-ab90-b2f48ee054ac,5,18000,90000,2025-10-14 20:57:07,completed
6b8e1a09-4b64-43f2-9f0a-632935b551e3,ORD-20251128-0025,10437b60-348b-4211-8052-22724becf62a,566f0937-73b3-4115-b5aa-ddf548383135,3,3000,9000,2025-10-14 20:57:07,completed
d279098a-64b8-47e8-b4a2-f2f808aa61a9,ORD-20251128-0025,10437b60-348b-4211-8052-22724becf62a,7c05ce84-5fba-401a-b3dd-6c1bb3434baa,4,4000,16000,2025-10-14 20:57:07,completed
018302c0-82a1-4ee2-99f6-b9c8ac523be5,ORD-20251128-0026,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,7a4af2f2-f55b-4300-a4ba-4406efcc350c,5,65000,325000,2025-10-02 20:57:07,completed
6c654f23-1b0e-4f3d-9a69-8df7f9c59dfb,ORD-20251128-0026,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,457afb33-6e9d-4ad9-9f4c-b52be26e5f18,2,65000,130000,2025-10-02 20:57:07,completed
b8b4e8cf-5d5e-4e1a-b157-a850bc9fe919,ORD-20251128-0026,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,70710b93-2b14-4674-a243-b919d6002c48,5,85000,425000,2025-10-02 20:57:07,completed
1fb6fcdf-5dcc-43c1-9d9d-4888bb27bdc8,ORD-20251128-0027,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,17ad20c4-a240-4058-b0d7-6bf0159238eb,1,38000,38000,2025-09-09 20:57:07,completed
553acc66-e9d7-4097-9698-3a49d4508a4b,ORD-20251128-0027,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,a0ab615e-653c-4623-96d5-7bc0121b23ee,5,95000,475000,2025-09-09 20:57:07,completed
c51e6e08-7944-4912-bd62-a6186758fc72,ORD-20251128-0027,ff70de0a-9ebe-42db-a040-b1773b1bcfb5,9932efc2-6bf0-43a3-a3a9-22be92df3e72,4,42000,168000,2025-09-09 20:57:07,completed
e0e4eb3f-7ace-4eee-b174-863dbe838dfc,ORD-20251128-0028,d5cbcd09-6763-416c-b8bd-c5859f32ec8d,9af10703-fa13-4473-8682-aa9d905205f6,1,6000,6000,2025-10-13 20:57:07,completed
c4390b58-57e3-4444-aeec-e0beaf3cbe10,ORD-20251128-0028,d5cbcd09-6763-416c-b8bd-c5859f32ec8d,7c05ce84-5fba-401a-b3dd-6c1bb3434baa,1,4000,4000,2025-10-13 20:57:07,completed
ef05e49c-6da9-42a6-8680-70d5e0bc7648,ORD-20251128-0028,d5cbcd09-6763-416c-b8bd-c5859f32ec8d,4d43fae2-9d28-488c-832a-de6f9f94087f,3,25000,75000,2025-10-13 20:57:07,completed
d50aa173-976b-4220-8042-25479dbe3b28,ORD-20251128-0029,d47c8b39-984c-426b-903e-aba2ae2c9fb8,d17954aa-743b-4ff8-843f-baa9882e56a3,4,5000,20000,2025-10-26 20:57:07,completed
9b6ff1f9-b57e-404c-adde-19d9f7524181,ORD-20251128-0029,d47c8b39-984c-426b-903e-aba2ae2c9fb8,8969e32c-0606-49f8-8262-28a337d93839,2,9000,18000,2025-10-26 20:57:07,completed
53c2de76-fcba-4ff9-932f-81afaeb48c90,ORD-20251128-0029,d47c8b39-984c-426b-903e-aba2ae2c9fb8,36d6f0d3-a4e9-40e8-b4a0-f37ffdc98e80,5,7000,35000,2025-10-26 20:57:07,completed
2c6460ff-df54-4f69-b67a-b021586a25c0,ORD-20251128-0030,1ad5e86a-1d26-431f-b684-6478baa5a883,0dcea2ff-2c7d-4349-81a4-9a922d251bc7,3,20000,60000,2025-09-28 20:57:07,completed
d2cc2712-c819-4648-912f-bb398447dad0,ORD-20251128-0030,1ad5e86a-1d26-431f-b684-6478baa5a883,15a2b4b7-8e82-4815-84af-477582d6d4e8,3,45000,135000,2025-09-28 20:57:07,completed
b895277c-ae34-4d6f-9db9-b6c05331643a,ORD-20251128-0030,1ad5e86a-1d26-431f-b684-6478baa5a883,b766b9d7-f3ae-4858-8273-7afc2b0d0ea9,4,35000,140000,2025-09-28 20:57:07,completed
cddf4c74-4d58-416c-b3fd-002747178cca,ORD-20251128-0031,f637fadc-8fdc-4b7d-a0b7-724af70b2565,b766b9d7-f3ae-4858-8273-7afc2b0d0ea9,5,35000,175000,2025-10-30 20:57:07,completed
e70defa9-e857-47d0-90e7-258e96afbac1,ORD-20251128-0031,f637fadc-8fdc-4b7d-a0b7-724af70b2565,15a2b4b7-8e82-4815-84af-477582d6d4e8,3,45000,135000,2025-10-30 20:57:07,completed
fd81b0ff-8919-4abc-b832-6209dfdc8627,ORD-20251128-0031,f637fadc-8fdc-4b7d-a0b7-724af70b2565,0dcea2ff-2c7d-4349-81a4-9a922d251bc7,3,20000,60000,2025-10-30 20:57:07,completed
7bfb26d9-5a71-424b-8d6e-e1e3c2a4c8f9,ORD-20251128-0032,11e05a0b-c2b5-43f1-80f4-46b547188bb9,42d5ef1c-db95-411b-89fa-434505387edc,3,22000,66000,2025-11-18 20:57:07,completed
1e9847e1-173b-4dfa-b1e9-aa67e9c73c3b,ORD-20251128-0032,11e05a0b-c2b5-43f1-80f4-46b547188bb9,af5f9e6c-806a-416d-aa71-951a0d5774fc,1,38000,38000,2025-11-18 20:57:07,completed
db2cb5c9-9a33-48ab-9cd6-b66cf6d54337,ORD-20251128-0032,11e05a0b-c2b5-43f1-80f4-46b547188bb9,895a88ae-b25e-4198-b8ce-2c6b98b530fa,1,12000,12000,2025-11-18 20:57:07,completed
3a9ebdb0-711a-4d10-8eca-70eebdd703e3,ORD-20251128-0032,11e05a0b-c2b5-43f1-80f4-46b547188bb9,705e8518-49ce-4be4-a01b-fdc214f4ec72,2,28000,56000,2025-11-18 20:57:07,completed
0f545399-08b6-4761-9061-99235ba1edf5,ORD-20251128-0033,a280a790-efe9-490b-9be6-7d44e02f828b,8969e32c-0606-49f8-8262-28a337d93839,3,9000,27000,2025-10-04 20:57:07,completed
4deefe4e-d8d7-4693-9488-2a1af4489451,ORD-20251128-0033,a280a790-efe9-490b-9be6-7d44e02f828b,0e462ced-37f3-4960-bd58-1461ae7cebe2,3,6000,18000,2025-10-04 20:57:07,completed
354c4ab8-3c69-41eb-b80e-e020ac9643a1,ORD-20251128-0033,a280a790-efe9-490b-9be6-7d44e02f828b,d17954aa-743b-4ff8-843f-baa9882e56a3,3,5000,15000,2025-10-04 20:57:07,completed
5c037627-b86a-4d55-83a4-d63814ae5c99,ORD-20251128-0034,d47c8b39-984c-426b-903e-aba2ae2c9fb8,a0ab615e-653c-4623-96d5-7bc0121b23ee,5,95000,475000,2025-11-12 20:57:07,completed
174375b3-3359-4294-b685-a0d9b825c446,ORD-20251128-0034,d47c8b39-984c-426b-903e-aba2ae2c9fb8,523853a9-14ec-4b71-8ea1-d85e92f1b94c,5,45000,225000,2025-11-12 20:57:07,completed
65d7f06b-7dd4-4ec3-8c06-bd74bbfc85b7,ORD-20251128-0034,d47c8b39-984c-426b-903e-aba2ae2c9fb8,17ad20c4-a240-4058-b0d7-6bf0159238eb,4,38000,152000,2025-11-12 20:57:07,completed
93c65d35-8efd-4359-b97a-70e5f6030cf9,ORD-20251128-0035,a280a790-efe9-490b-9be6-7d44e02f828b,0e462ced-37f3-4960-bd58-1461ae7cebe2,4,6000,24000,2025-11-04 20:57:07,completed
bcee0a2d-0c06-448b-add7-a26d620b37db,ORD-20251128-0035,a280a790-efe9-490b-9be6-7d44e02f828b,d17954aa-743b-4ff8-843f-baa9882e56a3,4,5000,20000,2025-11-04 20:57:07,completed
e404a30a-0740-43b6-b6ac-ed7848048e22,ORD-20251128-0035,a280a790-efe9-490b-9be6-7d44e02f828b,36d6f0d3-a4e9-40e8-b4a0-f37ffdc98e80,4,7000,28000,2025-11-04 20:57:07,completed
46041c71-e74d-4ded-b804-f83a6e7055b1,ORD-20251128-0036,da4f4e65-7433-4f4e-84ba-90a9f424ab7f,523853a9-14ec-4b71-8ea1-d85e92f1b94c,4,45000,180000,2025-10-11 20:57:07,processing
234e0451-ed9f-482a-9dff-22954d747e6b,ORD-20251128-0036,da4f4e65-7433-4f4e-84ba-90a9f424ab7f,a0ab615e-653c-4623-96d5-7bc0121b23ee,4,95000,380000,2025-10-11 20:57:07,processing
e517caac-ebd6-4676-abe6-b5a728fedd4e,ORD-20251128-0036,da4f4e65-7433-4f4e-84ba-90a9f424ab7f,9932efc2-6bf0-43a3-a3a9-22be92df3e72,3,42000,126000,2025-10-11 20:57:07,processing
53dc2d28-f9d6-4f0a-9a5a-f340cf839d13,ORD-20251128-0037,fd09d135-3d92-4afa-8f25-362828ce59ea,b766b9d7-f3ae-4858-8273-7afc2b0d0ea9,2,35000,70000,2025-10-06 20:57:07,completed
47539903-cc32-45f9-861f-8c145a7f0c66,ORD-20251128-0037,fd09d135-3d92-4afa-8f25-362828ce59ea,0dcea2ff-2c7d-4349-81a4-9a922d251bc7,4,20000,80000,2025-10-06 20:57:07,completed
b6a02c05-0e46-485b-b26a-617df6a63d66,ORD-20251128-0037,fd09d135-3d92-4afa-8f25-362828ce59ea,15a2b4b7-8e82-4815-84af-477582d6d4e8,2,45000,90000,2025-10-06 20:57:07,completed
9fae86ee-e2b1-49e0-b616-7aeb497faa84,ORD-20251128-0038,fd09d135-3d92-4afa-8f25-362828ce59ea,17ad20c4-a240-4058-b0d7-6bf0159238eb,2,38000,76000,2025-09-25 20:57:07,completed
09642e01-c0d6-4da9-ac27-b6612e9e63ba,ORD-20251128-0038,fd09d135-3d92-4afa-8f25-362828ce59ea,42d5ef1c-db95-411b-89fa-434505387edc,1,22000,22000,2025-09-25 20:57:07,completed
a79fe5cd-a6f8-49b2-b389-1efa35451345,ORD-20251128-0038,fd09d135-3d92-4afa-8f25-362828ce59ea,0926c326-915b-409d-b677-aae6696c87ab,1,4000,4000,2025-09-25 20:57:07,completed
