id,name,category_id,category_name,product_type,selling_price,quantity_info,shelf_life_days,total_stock,description,is_active,created_at
71db9993-205e-48f6-af08-48e3a38b3f0d,Cumi sedang,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,62929,kg,2,65,Cumi sedang berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-24 10:57:17
3d51d992-f665-403b-9e74-83c475b47676,Cumi besar,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,81387,kg,2,94,Cumi besar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-29 10:57:17
510e45c4-38fe-4e72-8914-8ca49a0ba9db,Cumi kecil super,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,60607,kg,2,96,Cumi kecil super berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-05 10:57:17
65190ba6-91d6-4a54-bca5-fd6935a349a3,Cumi sedang Sulawesi,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,62035,kg,2,31,Cumi sedang Sulawesi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-25 10:57:17
683bce71-32df-42e5-adb8-a26fde5da3ef,Cumi besar segar pagi,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,79114,kg,2,61,Cumi besar segar pagi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-18 10:57:17
38d19e7b-19dc-4635-a22a-f89a2aea1457,Cumi kecil premium,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,61362,kg,2,46,Cumi kecil premium berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-11 10:57:17
68b80272-4ac7-4d8f-b04d-8760807f822e,Cumi sedang Lampung,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,64470,kg,2,66,Cumi sedang Lampung berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-05 10:57:17
2187d6b0-7ba9-4365-924a-2506f0e73f0c,Cumi besar chilled,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,77013,kg,2,36,Cumi besar chilled berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-01 10:57:17
118c9247-e8bf-4142-b318-357b27aa0436,Cumi kecil super,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,58555,kg,2,51,Cumi kecil super berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-02 10:57:17
04d67650-440f-491c-a0f9-8e04fc3f8182,Cumi sedang Sumatera,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,63373,kg,2,49,Cumi sedang Sumatera berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-07 10:57:17
4120c5a5-3789-47e4-b178-8ab6f13329f4,Cumi besar beku,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,82596,kg,2,22,Cumi besar beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-18 10:57:17
36325277-4ab8-495c-9f80-fd2d095ffc34,Cumi kecil pilihan,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,51276,kg,2,39,Cumi kecil pilihan berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-17 10:57:17
13c72cc3-041b-4513-b4f8-697971bdfc5d,Ikan Kembung segar,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,29551,kg,2,37,Ikan Kembung segar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-28 10:57:17
50735277-fee0-4539-979c-71de4630975b,Ikan Kembung beku,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,26026,kg,2,69,Ikan Kembung beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-25 10:57:17
2e186270-5ce4-4812-ae38-97d133c3cd65,Ikan Kembung segar segar pagi,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,29829,kg,2,23,Ikan Kembung segar segar pagi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-24 10:57:17
0dd333f9-6781-4a69-a48d-e282cec85ad5,Ikan Kembung beku reguler,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,24426,kg,2,73,Ikan Kembung beku reguler berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-20 10:57:17
9453e6b2-5b2b-40a7-a6d2-68d12448df27,Ikan Kembung segar Lampung,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,31341,kg,2,39,Ikan Kembung segar Lampung berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-15 10:57:17
b371c06e-d2a0-4da1-86a4-eefb9379ee1b,Ikan Kembung beku beku,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,24033,kg,2,52,Ikan Kembung beku beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-17 10:57:17
cb04ea76-6969-41d1-a0fc-e2d174dc1e94,Ikan Kembung segar reguler,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,27942,kg,2,78,Ikan Kembung segar reguler berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-28 10:57:17
a209b6eb-dd74-4c1e-8bc2-3205013af483,Ikan Kembung beku Sumatera,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,24855,kg,2,73,Ikan Kembung beku Sumatera berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-04 10:57:17
aae1006a-6826-4b8e-9745-9b6483233155,Ikan Kembung segar fresh,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,29969,kg,2,53,Ikan Kembung segar fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-18 10:57:17
beb8b505-a3b9-450e-bf14-3f5146f053db,Ikan Kembung beku pilihan,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,27273,kg,2,81,Ikan Kembung beku pilihan berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-18 10:57:17
df00463d-18ad-46cd-a8b2-aabf918053fd,Ikan Kembung segar Lampung,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,30573,kg,2,96,Ikan Kembung segar Lampung berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-15 10:57:17
ec912bb0-efe6-4be3-99c0-809f948e42fb,Ikan Kembung beku fresh,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,24330,kg,2,77,Ikan Kembung beku fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-28 10:57:17
792133df-13f4-4867-a736-330674aa06ed,Ikan Kembung segar super,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,33317,kg,2,66,Ikan Kembung segar super berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-14 10:57:17
c7bce5d5-6499-4a2c-be8a-2eacbef89669,Bawal segar,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,35426,kg,2,89,Bawal segar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-12 10:57:17
05d24ef2-6594-458f-8da3-87b92c67ffef,Bawal fillet,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,45433,kg,2,84,Bawal fillet berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-26 10:57:17
6c5af1d9-60b5-4fce-9457-833da9cc8ec8,Bawal segar fresh,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,36322,kg,2,28,Bawal segar fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-07 10:57:17
c18ff3d7-ea49-4f03-86e4-c3fbd4c01ca2,Bawal fillet reguler,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,42455,kg,2,91,Bawal fillet reguler berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-12 10:57:17
0dd088db-16a8-4e71-97f5-3fe0ac8b1bf0,Bawal segar Lokal,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,33520,kg,2,60,Bawal segar Lokal berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-11 10:57:17
76456382-ec79-46f6-b04c-7f4ed4d06ad4,Bawal fillet chilled,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,47002,kg,2,21,Bawal fillet chilled berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-14 10:57:17
c57613a5-d635-4f7b-b173-ff6dd44ff772,Bawal segar ekonomis,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,29596,kg,2,90,Bawal segar ekonomis berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-09 10:57:17
72394296-11c3-4054-9620-71ce7b2c9e87,Bawal fillet Sulawesi,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,45932,kg,2,37,Bawal fillet Sulawesi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-16 10:57:17
8f02c3c1-f166-42a1-a46b-b3899c5f3a94,Bawal segar chilled,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,34759,kg,2,28,Bawal segar chilled berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-22 10:57:17
767ba4d6-7922-440a-b915-efe43cf2b448,Bawal fillet reguler,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,44688,kg,2,93,Bawal fillet reguler berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-12 10:57:17
7ca4efb0-f3a3-480d-97f3-f4b398e04c6a,Bawal segar Lokal,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,36291,kg,2,21,Bawal segar Lokal berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-16 10:57:17
b10a6d44-5388-488b-8046-864268d79f81,Bawal fillet fresh,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,46165,kg,2,32,Bawal fillet fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-18 10:57:17
32cfbd67-2615-47ba-afe1-461e8c110597,Bawal segar premium,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,43124,kg,2,85,Bawal segar premium berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-02 10:57:17
ee6d4184-c4c1-46a0-a6b5-884f139ae3fa,Tongkol utuh,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,38400,kg,2,23,Tongkol utuh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-27 10:57:17
905c0afd-dfcf-48dd-be96-7732bd8037a6,Tongkol fillet,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,50742,kg,2,98,Tongkol fillet berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-24 10:57:17
f9451b4a-bb6a-4d10-991e-54fe0c75ba05,Tongkol utuh chilled,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,41919,kg,2,64,Tongkol utuh chilled berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-02 10:57:17
737010e4-20bd-468a-82a8-d5a2d96df300,Tongkol fillet super,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,52739,kg,2,54,Tongkol fillet super berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-31 10:57:17
571dd61b-d844-4a5f-ade1-2fd700fd5b6c,Tongkol utuh Sumatera,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,41523,kg,2,23,Tongkol utuh Sumatera berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-02 10:57:17
8ea0ac19-275b-4e03-b113-47893cd4480b,Tongkol fillet beku,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,49641,kg,2,42,Tongkol fillet beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-27 10:57:17
cba7807a-8956-4221-8b86-8cab90336e33,Tongkol utuh super,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,43809,kg,2,94,Tongkol utuh super berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-23 10:57:17
58ccd89a-80f4-490f-9971-e0be5cbe22c9,Tongkol fillet Jawa Timur,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,51246,kg,2,92,Tongkol fillet Jawa Timur berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-23 10:57:17
5a6c2fd7-0003-480f-bbd5-a1ae476fd877,Tongkol utuh fresh,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,41452,kg,2,29,Tongkol utuh fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-10 10:57:17
075c0c30-b953-445f-b20a-716dd771001a,Tongkol fillet pilihan,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,47299,kg,2,90,Tongkol fillet pilihan berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-19 10:57:17
3312e549-62c9-4916-ad11-7ffe36e3f5d6,Tongkol utuh Jawa Tengah,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,40088,kg,2,79,Tongkol utuh Jawa Tengah berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-08 10:57:17
af3ac48f-0099-4730-88c1-ba192dec389e,Tongkol fillet beku,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,51968,kg,2,22,Tongkol fillet beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-26 10:57:17
6583f57a-99f8-4660-b9f5-b125824dc2fa,Tongkol utuh pilihan,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,36875,kg,2,47,Tongkol utuh pilihan berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-02 10:57:17
2fb57faf-3546-4cde-b8f6-e4d28c7f33d6,Cengek segar,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,74452,kg,2,78,Cengek segar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-06 10:57:17
21c7dda4-36f6-49d6-834a-569e8f0f0c43,Cengek segar Jawa Timur,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,78096,kg,2,55,Cengek segar Jawa Timur berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-18 10:57:17
5c4b5f09-bd84-4690-9d08-310f7d10e5ed,Cengek segar beku,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,77420,kg,2,93,Cengek segar beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-08 10:57:17
89cc7724-5a76-46cc-9180-4cc9c6b7c0ec,Cengek segar super,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,85460,kg,2,72,Cengek segar super berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-18 10:57:17
3ede38fe-9ecb-4b0f-8b04-4e2e749bb037,Cengek segar Lokal,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,75709,kg,2,37,Cengek segar Lokal berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-01 10:57:17
867ca8f3-49d6-4a47-926f-8fa0daefd0be,Cengek segar fresh,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,75033,kg,2,84,Cengek segar fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-14 10:57:17
19298ceb-5c30-4e6f-96df-1e7adb29e49c,Cengek segar pilihan,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,69500,kg,2,62,Cengek segar pilihan berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-16 10:57:17
7dfbe026-5c2c-48ae-8bec-69378d01ad9d,Cengek segar Jawa Timur,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,76090,kg,2,55,Cengek segar Jawa Timur berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-12 10:57:17
91b58ca7-4c85-4e69-83c9-80d30c0745e7,Cengek segar fresh,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,76093,kg,2,21,Cengek segar fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-05 10:57:17
4e1c7a67-fb3b-4619-aae6-e0958de7d820,Cengek segar super,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,90936,kg,2,83,Cengek segar super berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-20 10:57:17
86e5c337-32db-497d-b024-ad1bb2a409c1,Cengek segar Lokal,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,72369,kg,2,65,Cengek segar Lokal berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-22 10:57:17
e5ae35ca-02d8-4eff-b01a-35997c5f98cf,Cengek segar chilled,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,75916,kg,2,60,Cengek segar chilled berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-10 10:57:17
2b5e3bea-7267-4d5a-9fb6-b47c959327e7,Cengek segar super,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,88158,kg,2,96,Cengek segar super berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-02 10:57:17
eeeb2d43-a09b-433e-93f2-114fd68cebee,Kakap merah,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,86615,kg,2,94,Kakap merah berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-15 10:57:17
557a6c97-7bcd-45e8-bc9b-08906c629c58,Kakap putih,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,83324,kg,2,27,Kakap putih berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-11 10:57:17
f9564976-ad32-4d12-84ec-a14902fa0d8f,Kakap merah beku,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,88734,kg,2,20,Kakap merah beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-15 10:57:17
298a3539-f181-4232-9651-2371e889a7b9,Kakap putih pilihan,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,80317,kg,2,60,Kakap putih pilihan berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-28 10:57:17
a379c999-4653-4045-9ba7-fba2e43162bc,Kakap merah Jawa Barat,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,90692,kg,2,28,Kakap merah Jawa Barat berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-19 10:57:17
d7aa5757-d478-4182-9998-abcb89c6b6b3,Kakap putih beku,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,82204,kg,2,97,Kakap putih beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-14 10:57:17
f192c10f-979a-4a48-bb0f-37ff3bd8cc21,Kakap merah ekonomis,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,77026,kg,2,79,Kakap merah ekonomis berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-13 10:57:17
b4c7b322-6c45-4abb-9a62-74e6cc8739bc,Kakap putih Lokal,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,84689,kg,2,42,Kakap putih Lokal berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-29 10:57:17
087107d0-dcde-4305-abcb-28e56f85e515,Kakap merah chilled,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,91762,kg,2,47,Kakap merah chilled berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-08 10:57:17
0fbf228c-aa25-45b8-95b8-bc7da7ab6ec8,Kakap putih premium,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,103831,kg,2,49,Kakap putih premium berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-25 10:57:17
a3a949ce-5d59-4e27-b412-8d7bf95e3b1b,Kakap merah Jawa Tengah,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,94370,kg,2,49,Kakap merah Jawa Tengah berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-16 10:57:17
cd2c9289-f635-487e-a91d-3107369b9366,Kakap putih chilled,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,83479,kg,2,52,Kakap putih chilled berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-16 10:57:17
46018585-a965-4603-853e-09ca4aeeb829,Kakap merah pilihan,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,92117,kg,2,20,Kakap merah pilihan berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-20 10:57:17
57d9d596-fb7f-4feb-a669-116ed31034c8,Salmon segar,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,155111,kg,2,72,Salmon segar berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-02 10:57:17
5197cd4e-b5ae-47d4-bdf9-f503eb25c96f,Salmon fillet,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,174141,kg,2,20,Salmon fillet berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-15 10:57:17
bd266d79-96b1-44db-96ca-6472543fafcd,Salmon steak,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,190791,kg,2,60,Salmon steak berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-24 10:57:17
023f75dd-e312-4e75-9a1c-0283ab767028,Salmon segar premium,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,183383,kg,2,54,Salmon segar premium berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-09 10:57:17
3e4592b8-1bef-466d-ba43-33c4645dd9c2,Salmon fillet Sumatera,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,188529,kg,2,47,Salmon fillet Sumatera berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-03 10:57:17
91dcdf96-0079-4de4-85f5-4fd5f7fbc888,Salmon steak fresh,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,191383,kg,2,79,Salmon steak fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-21 10:57:17
84b3b8a4-df01-4b0a-8ce0-54f87e393330,Salmon segar super,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,171075,kg,2,48,Salmon segar super berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-20 10:57:17
7ec0139c-f4a3-41b9-8296-92a31f3758c7,Salmon fillet Jawa Tengah,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,178547,kg,2,42,Salmon fillet Jawa Tengah berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-16 10:57:17
2cfa8e33-2898-4491-9859-2f26957892f6,Salmon steak fresh,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,200134,kg,2,56,Salmon steak fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-21 10:57:17
c92b6700-3446-4423-a5ae-af016cb4544f,Salmon segar ekonomis,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,119382,kg,2,81,Salmon segar ekonomis berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-03 10:57:17
d980dad6-30a9-4123-b769-46329b25eb05,Salmon fillet Sulawesi,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,176224,kg,2,35,Salmon fillet Sulawesi berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-12 10:57:17
1e478196-ce49-4401-99f4-daa209860a55,Salmon steak beku,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,205582,kg,2,92,Salmon steak beku berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-06 10:57:17
34cecd33-5f08-4b22-8d23-e5ce662e2e57,Salmon segar ekonomis,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,126902,kg,2,97,Salmon segar ekonomis berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-18 10:57:17
883c0987-a4a8-4428-83b1-f3123ff552c3,Kerang hijau,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,25081,kg,1,40,Kerang hijau berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-19 10:57:17
acfb21e4-7209-45e6-b5a5-36b8e7d60a32,Kerang darah,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,29500,kg,1,56,Kerang darah berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-10-03 10:57:17
e1a7c1ce-24bc-4d64-a3d0-e2df7a53a93a,Kerang hijau fresh,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,24878,kg,1,76,Kerang hijau fresh berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-18 10:57:17
fbcffd1c-d644-413c-aaf7-554cecc48047,Kerang darah premium,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,38459,kg,1,46,Kerang darah premium berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-25 10:57:17
505c1140-54fe-4efb-a728-e320c5712bce,Kerang hijau Lampung,660e8400-e29b-41d4-a716-446655440001,Protein Laut,online,25256,kg,1,67,Kerang hijau Lampung berkualitas tinggi untuk kebutuhan dapur Anda,True,2025-11-26 10:57:17
